Cc1nc(CNC(=O)c2c(C)oc(C)c2C)no1, fitness:0.00470321845209
Cc1cc(F)ccc1NC(=O)c1nnc(-c2ccccn2)o1, fitness:1.48350946886
CCC(=O)Nc1ccc(C(=O)c2ccc(OC)c(OC)c2)s1, fitness:0.06394485395
CCN(CCO)C(=O)c1ccc(N(C)Cc2ccccc2)cc1, fitness:0.000457002807469
O=C(c1ccc(Cn2cccn2)cc1)N1CCC(CO)CC1, fitness:0.315315335845
O=C(Cn1nccc1Cl)NC1Cc2ccccc2C1, fitness:0.0259277444871
Cc1ccc(C(=O)NC(C)(CO)c2ccccc2)cc1C, fitness:0.0156130565783
Cc1cocc1-c1nnc(SCC(=O)Nc2ccc(F)cc2)n1C, fitness:1.24248409927
Cc1nc(CC(=O)Nc2cccc3c2COC3)oc1-c1ccsc1, fitness:0.94014207239
CC(C)NC(=O)C(C)NC(=O)c1cccc2c1CCC2, fitness:0.0120197075508
CC(C)n1ncc2ccc(NC(=O)CCC3CCCC3)cc21, fitness:1.36707663178
CCS(=O)(=O)N1CCCC1c1nc(-c2ccccn2)no1, fitness:1.2177626209
CC(C)(c1noc(C2NCCCCC2=O)n1)N1CCOCC1, fitness:-1.31909165743
CCN(Cc1ccccc1C)C(=O)Nc1nnc(C2CC2)s1, fitness:1.21273232117
C=C(C)N(Cc1ccsc1)C(=O)c1ccccc1C#N, fitness:0.242079090904
CC(=O)NC1CCN(C(=O)Cc2ccccc2Cl)CC1, fitness:0.0478928077818
CS(=O)(=O)N1CCCCC1C(=O)NCc1ccoc1, fitness:0.62462691617
Cc1ccc(C(=O)NCC(=O)Nc2ccc(C#N)cc2)s1, fitness:0.0874117578735
Cc1cc(C)cc(OCC(=O)NCc2ccn(C)n2)c1, fitness:0.111388843507
Cc1cccc(C)c1C(=O)N(C)Cc1noc(-c2ccccc2)n1, fitness:0.141585440182
CN(CC(=O)N1CCCC1)C(=O)c1cccc(-c2ccoc2)c1, fitness:1.05061995302
Cc1cc(=O)c(C(=O)NCCc2ccccc2Cl)c[nH]1, fitness:0.237783279448
Cc1ccc(C)c(S(=O)(=O)NCc2ncn(C)n2)c1, fitness:0.0873829002236
CCOc1ccc(C(=O)N(CC)CC(=O)NC(C)C)cc1, fitness:2.42808452422e-05
CC(=O)Nc1ccccc1-c1ncc2cccc(-c3noc(C)n3)n12, fitness:1.00078172066
CC(CNC(=O)c1cc(=O)[nH]cc1Cl)c1cccs1, fitness:0.823890198378
COc1cccc(C(=O)NCc2cn3cc(Cl)ccc3n2)c1, fitness:1.47357957329
Cc1cccc(CNC(=O)CSc2nc3cccc(F)c3[nH]2)c1, fitness:1.39492503307
CC(=O)Nc1ccc(C(=O)NCc2cscc2C)c(C)c1, fitness:0.0899774253198
Cc1ccc(CNC(=O)Nc2cnc3ccccc3c2)cc1, fitness:0.238251401456
CCNC(=O)c1ccc2c(c1)C(CC)CN2Cc1ccccn1, fitness:1.06001046849
C#CCN(Cc1cccc(F)c1)C(=O)NC(C)c1cccnc1, fitness:0.953318854539
C=CCN(Cc1cccc(C#N)c1)C(=O)c1cccc(C)n1, fitness:1.19852623745
CN(Cc1ccsc1)C(=O)c1n[nH]cc1-c1cccc(O)c1, fitness:0.989010241257
CC(NC(=O)c1ccccc1-n1cccn1)C1C=CCCC1, fitness:0.808756657258
CC(C)CN1CCN(C(=O)Cc2cccc(O)c2)CC1, fitness:0.0468322935686
Cc1ccc(NC(=O)CNC(=O)Cc2ccccc2Cl)nc1, fitness:0.262817361118
CC(C)Oc1cccc(CNC(=O)C(C)(C)C#N)c1, fitness:0.0122497405196
Cc1ccc(C(=O)NCC(O)C2c3ccccc3NC2N)cc1, fitness:0.639289783139
Cc1cc(CNS(=O)(=O)c2ccccc2C#N)c(C)o1, fitness:0.0963557238587
Cc1cncc(CNC(=O)NCc2ccccc2Cl)c1, fitness:0.0641519838688
Cc1ccccc1-n1nnc(C)c1C(=O)Nc1ccccc1Cl, fitness:0.151421951165
CCn1cnnc1-c1ccc(NC(=O)C2(C#N)CCCC2)cc1, fitness:0.944544404864
CC(=O)Nc1cccc(OS(=O)(=O)c2cccc(F)c2)c1, fitness:0.0626223472933
CC(C)OC1CN(C(=O)CCSc2ccccn2)CC1N1CCOCC1, fitness:0.00639011750595
COc1cccc(-c2nnc(N3CCCCC3(C)O)o2)c1, fitness:0.730022442624
Cc1nc(C2CCN(C(=O)c3ccccc3F)C2)no1, fitness:1.0814692098
CC(=O)Nc1ccc(C(=O)NC2CCCCC2O)cc1, fitness:0.00824551688975
Cc1ccc(CC(=O)N(Cc2ccco2)C(C)C)s1, fitness:0.114900621576
CC(NC(=O)c1n[nH]c2ccccc12)c1ccccc1S(N)(=O)=O, fitness:0.751549408812
Cc1cccc(CN(Cc2c(N)[nH]c(=O)[nH]c2=O)CC(C)C)c1, fitness:0.504979514322
COC(=O)c1cnn(CC#N)c1-c1cc(OC)cc(OC)c1, fitness:0.0817843163483
COc1cccc(C(=O)NCc2nc(-c3ccc(F)cc3)no2)c1, fitness:1.27519319639
Cc1noc(C2CCCN2C(=O)Cc2ccc(Cl)cc2)n1, fitness:1.01549860314
Cc1ccc(NC(=O)CSc2nc(C3CC3)n[nH]2)cc1C, fitness:1.67206562999
CN(CCOc1ccc(F)cc1)C(=O)c1ccc(N2CCOC2=O)cc1, fitness:0.821561716136
CN(CC(=O)NCC(F)(F)F)C(=O)c1cccc(F)c1, fitness:0.00522056068759
Cc1nc(C(C)NC(=O)Nc2ccccc2C(=O)N2CCCC2)no1, fitness:0.854115606405
Cc1cccc(CN2CCN(C(=O)C3CC=CC3)CC2)c1, fitness:0.0471467843936
CC(C)N(CC1CC1)C(=O)CNc1cccc(C(N)=O)c1, fitness:0.00708935455919
COc1cccc(CC(=O)N2CCN(CC(F)(F)F)CC2)c1, fitness:0.19004297305
Cc1cc(C(=O)NCc2cccc(-n3cccn3)c2)c(C)o1, fitness:1.37177097534
CC1CC(C)CN(C(=O)Cc2ccccc2Cl)C1, fitness:0.00251927400888
CC(C)CNC(=O)c1ccc2c(C(C)C)cncc2c1, fitness:0.0592756371852
Cc1cccc(C)c1OCC(=O)NCc1ccncc1-n1cccn1, fitness:1.11415647989
Cc1cscc1C(=O)NC(C)C1Cc2ccccc2N1, fitness:0.43818656062
Cc1cscc1-c1nnn(Cc2cccc(-n3cccn3)c2)n1, fitness:1.13122625045
Cc1noc(CCN(C)S(=O)(=O)c2ccccc2F)n1, fitness:0.186392749675
COc1cccc(CNC(=O)c2ccc(NC3CC3)nc2)c1, fitness:1.3586249957
N#Cc1ccccc1S(=O)(=O)NCc1cccc2c1OCO2, fitness:0.375667988925
COc1c(O)cccc1C(=O)Nc1ccc2cccnc2c1, fitness:1.82247114085
Cc1ccc(NC(=O)Cc2nc(C)c(C)s2)c(C)c1, fitness:0.0407598013733
Cc1cccc(C(=O)NCc2cc3ccccc3[nH]c2=O)c1, fitness:0.278251705737
CCn1c(NC(=O)C(C)OCC2CC2)cccc1=O, fitness:0.282163336336
NC(=O)COc1ccccc1C(=O)Nc1ccc(F)cc1, fitness:0.0213945357199
CC(=O)Nc1ccccc1CC(=O)NCc1ccsc1, fitness:0.073607755005
Cc1cc(=O)n(CC(=O)NC(C)C)c(-c2ccc(Cl)cc2)n1, fitness:0.449882166669
Cc1n[nH]c(CNC(=O)c2scc(C)c2C)n1, fitness:0.0264641260833
Cc1ccc(C(=O)NC(C)c2ccc(N3CCOCC3)cc2)s1, fitness:0.275019532232
O=C(NCc1ccco1)c1ccccc1NC(=O)C1CCCC1, fitness:0.270684997918
Cc1c[nH]nc1NC(=O)c1cccc2nc(C)n(-c3ccccc3)c12, fitness:1.01380606235
CC(=O)Nc1cccc(CNC(=O)c2cccn2C2CC2)c1, fitness:1.22297915394
CC(C#N)CN(C)C(=O)c1cccc(F)c1Br, fitness:0.00382925741945
Cc1nnc(NC(=O)c2cccc(COc3ccccc3)c2)s1, fitness:1.31173720643
Cc1cc(C(=O)Nc2ccccc2C(=O)NC2CC2)no1, fitness:0.277695267058
Cc1oc2ccccc2c1C(=O)NCC1(C(N)=O)CCOCC1, fitness:0.897171419903
CC(=O)Nc1ccccc1C(=O)Nc1ccc(C#N)cc1, fitness:0.00689023883808
Cc1ccc(C)c(NC(=O)CCn2c(=O)oc3ccccc32)c1, fitness:1.5413912842
CC(C)N1CCNCC1(N)CC(=O)Oc1ccccc1C#N, fitness:0.60180414632
Cc1cc(C(=O)N=c2[nH]nc3ccccn23)c2ccccc2n1, fitness:0.124029353211
CC(NC(=O)c1ccccc1-n1cccn1)c1nc2ccccc2[nH]1, fitness:1.03113669549
Cc1noc(CN(C)C(=O)c2cc(Cl)c3c(c2)OCCO3)n1, fitness:1.13098131293
CC(C(=O)Nc1ccc(F)cc1)n1c(CO)nc2ccccc21, fitness:1.19904216562
CC(=O)Nc1cccc(C(=O)N(Cc2cccs2)CC2CCC2)c1, fitness:1.05966823884
Cc1cncc(CC(=O)NC(C)c2ccc(Cl)cc2)c1, fitness:0.0834951833053
Cc1coc(C(=O)N2CCCC2Oc2c(C)cncc2C)c1, fitness:0.691893312063
CC(C)C(=O)NCC(=O)N1CCCCC1c1ccsc1, fitness:0.814460250228
COc1cccc(CN(C2CC2)S(=O)(=O)c2cccc(F)c2)c1, fitness:0.663503766126
Cc1[nH]nc(NC(=O)c2c(Cl)cccc2Cl)c1C, fitness:0.00342408019947
O=C(NCC(O)c1cccc(F)c1)c1cccc(-c2ccoc2)c1, fitness:0.636787219025
CCOC(=O)c1c(N)cnn1-c1cccc(C)c1, fitness:0.19650491561
Cc1conc1CN1CCN(C(=O)c2cccc(C(F)(F)F)c2)CC1, fitness:0.899366869066
Cc1cccc(OCC(=O)N2CCN(C3CCCC(O)C3)CC2)c1, fitness:0.73827770859
CC1CNC(N)(C(=O)N2CCC(c3cccc4c3OCCO4)C2)C(C)O1, fitness:0.443965530647
CCN(C(=O)c1cc(OC)cc(OC)c1)C1CCCCC1, fitness:0.00396249861609
CCc1scnc1CC(=O)N1Cc2ccccc2C1, fitness:0.0263058999857
COc1cc(NC(=O)Cc2ccccc2F)cc(OC)c1OC, fitness:0.024993687236
Cc1ccc(CN(C)C(=O)c2cccc(OC(F)(F)F)c2)o1, fitness:0.623905028481
CCN(C(=O)c1ccccc1NC(=O)c1ccsc1C)C(C)O, fitness:0.664897164681
Cc1ccccc1C(=O)N1CCN(C(=O)c2ccccc2F)CC1, fitness:0.000361959560133
CC(C)NC(=O)Cc1ccc(NC(=O)c2cscn2)cc1, fitness:0.154385004773
COC(=O)CN(Cc1ccc(Cl)cc1)S(=O)(=O)c1[nH]ncc1N, fitness:0.882813845381
Cc1cscc1C(C)NC(=O)NCc1ccncc1, fitness:0.0794495734595
CC(NC(=O)NCC1CCCO1)c1ccc2c(c1)CCC(=O)N2, fitness:0.721145211799
Cc1cc(C(=O)Nc2ccc(C#N)cc2)c2cnn(C(C)C)c2n1, fitness:1.39250755343
Cc1sc(=O)n(CC(=O)NCC(C)c2cccs2)c1C, fitness:0.495759811272
Cc1cn2ncc(C(=O)NCc3ccncc3)c2nc1C, fitness:0.513971734043
Cc1cccc(NC(=O)c2cc3cc(Br)ccc3o2)n1, fitness:0.324778100548
CCOc1cccc(C(C)NS(=O)(=O)N2CC(C)OC(C)C2)c1, fitness:0.745698519316
Cc1cscc1C(=O)NC(C)NS(=O)(=O)c1cccc(F)c1, fitness:0.852817469424
Cc1ccc(CNC(=O)CN2CCCCC(=O)C2)cc1, fitness:-0.0928463297559
COc1ccccc1-c1cn[nH]c(=O)c1-c1cccs1, fitness:0.0655442951534
CC1(Oc2ccccc2)COCCN1C(=O)c1ccc(C#N)cc1, fitness:0.506647352375
Cc1ccc(OC(C)(C)NS(=O)(=O)c2ccccc2C#N)cc1, fitness:0.0413100868943
CCn1cc(-c2nc3ccccc3n2C)c(NC(=O)c2ccsc2)n1, fitness:1.16253780157
Cc1cc(CC(=O)Nc2c(Cl)cccc2C(=O)NC2CC2)ccn1, fitness:1.40243688316
COc1ccc(-c2cc(C(=O)NC3CCCCC3)n[nH]2)cc1, fitness:0.379402259258
CN(C)C(=O)C1CN(C(=O)c2c[nH]c3ccccc23)C1, fitness:0.0556673295817
N#Cc1cccc(NC(=O)c2ccc(Cl)c3cccnc23)c1, fitness:1.60307014561
NC1Nc2ccccc2C1C(=O)N1CCN(C(=O)C2CC2)CC1, fitness:0.00729976172109
Cc1cc(NC(=O)c2ccc(OCC(C)C)cc2)n(C)n1, fitness:0.32777403202
Cc1cocc1CN(C(=O)c1cccc(F)c1)C1CC1, fitness:0.62925615373
CS(=O)(=O)c1ccc(C(=O)NCc2ccc(F)cc2)cc1, fitness:0.0039468819489
Cc1ccc(OCC(=O)NCc2ccncc2)c(C)c1, fitness:0.0808635628801
Cc1ccc(C)c(OC(=O)c2ccnc(N3CCCCC3)c2)c1, fitness:0.602308266401
CC(c1ccccc1)N1CCNCC1(N)C(=O)N1CCCCCC1, fitness:-0.420185024665
O=C(COc1cccc(F)c1)N1CCN(CC=Cc2ccccc2)CC1, fitness:0.706322043029
N#Cc1ccc(NCC(=O)NCc2ccccn2)nc1, fitness:0.397659769389
CC(NC(=O)c1cccc(F)c1)c1nc2ccccc2n1C(C)C, fitness:1.0449863071
CC(C)(C)C(=O)NCc1cc2ccccc2[nH]c1=O, fitness:0.0176661910832
Cc1oncc1NC(=O)Cc1nc(-c2ccc(F)cc2)cs1, fitness:1.05735214795
COc1ccc(C(=O)NC2(C#N)CCCOC2)c(OC)c1, fitness:0.688456915236
CN(CC(=O)NCc1ccoc1)C(=O)c1cccc2c1SCC2, fitness:0.884335539937
CC1CCC(NC(=O)Cc2nc(-c3ccccc3)n[nH]2)CC1, fitness:0.361213806063
Cc1coc(C(=O)NC(c2ccccc2)C(F)(F)F)c1, fitness:0.0190559512703
Cc1cc(NC(=O)CCn2c(=O)oc3ccccc32)cc2cccnc12, fitness:1.59181474544
CCc1c(C(=O)NCc2ccco2)cnn1-c1ccccc1C, fitness:1.21844904353
O=C(CN1CCn2c(nnc2C2CC2)C1)Nc1ccccc1Cl, fitness:0.915272311118
Cc1cc(C(=O)NCC(O)c2ccoc2)ccc1O, fitness:0.223188762643
CCN(CCC#N)C(=O)c1c[nH]c2cc(Br)ccc12, fitness:0.750845045647
CN(Cc1ccccc1F)C(=O)Cc1ccccc1, fitness:0.00158921287861
CC(=O)Nc1ccc(CC(=O)NCC2CCCO2)cc1, fitness:0.128533616689
Cc1cc(C(=O)CSc2nnc(-c3ccccc3)n2C)c(C)s1, fitness:1.11565051736
Cc1coc(C(=O)NCc2ncsc2-c2ccccc2)c1, fitness:1.1034376355
CC(C(=O)Nc1c(F)cccc1C#N)c1ccccn1, fitness:0.343303142314
CC(C)CNC(=O)C1CCCN(C(=O)c2ccccn2)C1, fitness:1.1967913841
CN(Cc1ccccc1C#N)C(=O)c1ccccc1-n1cncn1, fitness:1.02364280783
CC(NC(=O)c1cccnc1Cl)C(=O)NCc1ccccc1, fitness:0.223987650238
COc1cc(NC(=O)C2COc3ccccc3O2)cc(OC)c1, fitness:0.0591868924602
COc1ccc(CNS(=O)(=O)Cc2ccccc2C)cc1, fitness:0.0130445757635
Cc1cccc(NC(=O)CSc2nnc(C)n2C2CC2)c1, fitness:1.59447549645
CC(C)NC(=O)CCNC(=O)N(C)C(C)c1ccccc1Cl, fitness:0.00976382279266
N#Cc1ccccc1OCC(=O)NCc1ccc(Cl)cc1, fitness:0.0664506767635
CC(C)NC(=O)c1ccc(C(=O)NCc2cc3ccccc3o2)cc1, fitness:0.0601058045876
CC(C)Oc1cccc(NC(=O)N2CCC(C)(O)C2)c1C(F)(F)F, fitness:0.521840206421
Cc1ccc(NC(=O)CSc2nc(N)cc(N)n2)cc1, fitness:0.0148291915061
CCc1c(NC(=O)CN2CC(=O)Oc3c(C)cccc32)noc1C, fitness:0.952559375527
Cc1ccc(C(=O)Nc2cnn(CC(N)=O)c2)c(Cl)c1, fitness:0.993254620962
Cc1ccc(S(=O)(=O)NCc2ncn(C)n2)cc1C, fitness:0.0464160387145
Cc1nn(C)cc1C(=O)Nc1ccc(C#N)c(Cl)c1, fitness:0.62222911325
CC(C)Oc1ncccc1CN(C)C(=O)C1CC2CCC1O2, fitness:0.649907559516
Cc1noc(C2CCN(C(=O)c3ccc(C#N)cc3)C2)n1, fitness:0.955986769674
CC(NC(=O)c1ccc[nH]c1=O)c1cccc(S(N)(=O)=O)c1, fitness:0.680577929647
Cc1nc(NC(=O)COc2ccccc2Cl)no1, fitness:0.198854553937
CCN(Cc1cccc(C)c1)S(=O)(=O)Cc1cc(C)no1, fitness:0.240221840036
Cc1ncc(NC(=O)COc2ccccc2Cl)s1, fitness:0.182600476926
CC1=NN=CS1(C)CC(=O)NCc1ccc(C)cc1, fitness:0.00994358053149
COc1ccccc1C(O)CNC(=O)Cc1cccc(C)c1, fitness:0.592967213761
Cc1ccc(C)c(NC(=O)Cc2ccc(-n3cnnn3)cc2)c1, fitness:0.873371093313
CCCN(Cc1ccccc1)C(=O)C1CC(=O)N(C2CC2)C1, fitness:0.44498363263
Cc1noc(C)c1CC(=O)Nc1nc(-c2ccccc2)cs1, fitness:1.19188033918
O=C(NCCc1ccccn1)N1CCC1c1ccc(F)cc1, fitness:0.957058295909
Cc1cncc(C(=O)Nc2cccc(F)c2Cl)c1, fitness:0.0715884662349
CC(NC(=O)c1ccnn1-c1ccc(Cl)cc1)c1ccsc1, fitness:0.883136629407
Cc1cnoc1C1CCN(C(=O)NCc2ccccn2)C1, fitness:1.20391103957
Cc1noc(C)c1CN1CCN(C(=O)c2ccc(F)cc2F)CC1, fitness:0.948408846305
Cc1nc2sccc2c(=O)n1CC(=O)NC1CCCCC1, fitness:1.46500938321
COc1cccc(C(=O)NCC(=O)N2CCOCC2)c1OC, fitness:0.339794261166
COc1ccc(CNC(=O)CC2CCCC2)cc1OC, fitness:0.0317183461588
Cc1cocc1C(=O)NC(C)c1cccc2c1OCO2, fitness:0.29667532188
N#Cc1cc(N2CCC(c3ccccc3F)C2)ccn1, fitness:0.389545059419
COc1ccc(-n2nnc(C(=O)Oc3ccc(C)cc3)c2C)cc1, fitness:0.0260669472009
CCn1c(CC(=O)Nc2cccnc2)nc2ccccc21, fitness:1.04389461438
CCN(Cc1ccccc1)C(=O)C(C)NS(=O)(=O)c1cnn(C)c1, fitness:0.00946171998405
CC1CCCC(NC(=O)CN2CN(c3ccccc3)CC2=O)C1, fitness:0.642913873563
O=C(NCc1ccoc1)C1CCCCN1c1ncc(-c2ccccc2)cn1, fitness:0.664300389563
Cc1cc(NCC(=O)N2CC(C)OC(C)C2)nc(C)n1, fitness:0.0652172703407
CC(=O)Nc1ccc(C(=O)Nc2ccc(OC(F)F)cc2)cc1, fitness:0.0018889479286
CC(C)CN(C(=O)c1ccc(NC(=O)C2CC2)cc1)C1CC1, fitness:0.0460218905186
Cc1ccc(NC(=O)C2N=CC(c3ccccc3)c3ncnn32)cc1, fitness:0.782911153166
Cc1nc(COc2cccc(NC(=O)c3cc[nH]c3)c2)no1, fitness:1.36259768857
O=C(Cc1ccc(F)cc1)Nc1nc(-c2ccc[nH]2)cs1, fitness:0.578216236067
O=C(NCc1ccc(F)cc1)c1ccc(N2CCNC2=O)cc1, fitness:0.166353543922
Cc1nonc1C(=O)NCc1ccccc1Cn1ccnc1, fitness:1.11314672655
O=C(NCc1ccccc1CN1CCOCC1)c1ccc2cc[nH]c2n1, fitness:0.892820575927
CC(NC(=O)c1ccccc1Cl)c1ccccc1S(N)(=O)=O, fitness:0.0331358737355
CN(Cc1ccc(O)cc1)C(=O)Cn1ccccc1=O, fitness:0.0309330102899
CCOC(=O)c1ccncc1NCC(C)C#N, fitness:0.0227727435625
Cc1c(C(=O)NCC2CCOC2)nnn1-c1ccccc1Cl, fitness:1.09554706454
CC(=O)NCc1ccc(C(=O)NC(C)Cc2ccco2)cc1, fitness:0.139786883744
C=CCN(Cc1ccc(C#N)cc1)C(=O)Nc1ccc(OC)cc1, fitness:0.959006664865
CC(=O)Nc1cccc(NC(=O)c2scnc2C2CC2)c1, fitness:0.148740651338
CN(CC(F)(F)F)C(=O)c1cc(Cl)c2c(c1)OCCO2, fitness:0.0650352421969
CN(CC(=O)Nc1cccc(F)c1)c1ncc2[nH]nc(N)c2n1, fitness:1.4861295017
Cc1ccc(N)cc1NC(=O)Cc1cccs1, fitness:0.0566979918442
COc1cccc(CN(C)C(=O)Cc2ccc(O)cc2)c1, fitness:0.0561776585973
Cc1ccc2c(CN(C)C(=O)c3ccccc3)cc(=O)[nH]c2c1, fitness:0.291037422846
Cc1cccc(NC(=O)NCc2cccc(C#N)c2)n1, fitness:0.332426071051
Cc1cc(CNC(=O)C2CCCCN2C(=O)c2cscc2C)on1, fitness:0.847382207422
Cc1nc(CNC(=O)Nc2ccc(C(F)(F)F)cc2)co1, fitness:0.149138875193
CC(NC(=O)c1ccc(Cl)cc1)c1ccncc1, fitness:0.00139288432131
CCc1cnc(CN(C)C(=O)c2ccccc2OC)s1, fitness:0.432932159162
CN(CCc1ccccc1)C(=O)C1(C#N)CCCCC1, fitness:0.0232499083573
O=C(CNc1ccc(F)cc1)NC1c2ccccc2CC1O, fitness:0.159065476447
CN(Cc1ccc(C#N)cc1)C(=O)c1cccc(-n2ccnc2)n1, fitness:1.12629442185
Cc1conc1NC(=O)COC(=O)c1ccccc1F, fitness:0.412515331786
Cc1cccc(C(=O)Nc2nc(-c3cccn3C)cs2)c1O, fitness:1.44391368949
Cc1cccc(NC(=O)CSc2cccnc2)c1F, fitness:0.342924303662
CN(Cc1ccccc1F)C(=O)c1ccncc1N1CCCC1, fitness:1.21483828533
Cc1ccccc1NC(=O)CSc1nnc(-c2ccccn2)n1C, fitness:1.5665097359
Cc1cc2ccc(N)cc2nc1C(=O)NCC1CCOC1, fitness:1.38264420268
Cc1ccc(CNC(=O)c2cc(=O)[nH]c3ccccc23)cc1, fitness:0.106899770491
Cc1onc(CN(C)C(=O)c2cc(Cl)cc(Cl)c2)c1C, fitness:0.0144412670452
COC(=O)c1sccc1Cn1nnc(-c2cccc(Cl)c2)n1, fitness:1.15713629893
COc1cccc(CNC(=O)c2[nH]c(=O)c(C)cc2C)c1, fitness:0.266389768789
Cc1ccc(CCNC(=O)c2ccnn2C)s1, fitness:0.0779137067606
COc1cccc(-c2nc(CN(C)Cc3ccccc3F)no2)c1, fitness:1.1320566126
Cc1snnc1C(=O)NCC(O)c1ccc(C(F)(F)F)cc1, fitness:0.388956849049
Cc1coc(C(=O)N2CCC(C)(n3nccc3C)C2)c1C, fitness:0.702804307609
C#CCN1CCN(C(=O)Nc2cc(C)cc(Cl)c2)CC1, fitness:0.142430261944
CC(C)OCCN1CCN(C(=O)c2ccccc2Cl)CC1, fitness:0.067346035129
COc1ccc(CN(Cc2ccccc2)C(=O)c2[nH]c(=O)ccc2C)cc1, fitness:0.16963552081
N#Cc1cccc(NC(=O)c2cccc(N3CCOCC3)c2)c1, fitness:0.699452296698
CC(=O)Nc1ccccc1C(=O)NCC(C)(C)c1ccccn1, fitness:0.127175272509
Cc1cc(NC(=O)N2CCOC(C3CC3)C2)cc(OCC(C)C)c1, fitness:0.847051909071
CCn1ccc(NC(=O)C2CN(C(=O)c3cccc(F)c3)C2)n1, fitness:1.1811847851
C=C(C)N(Cc1cccc(OC)c1)C(=O)c1cc(=O)[nH]cc1N, fitness:0.774500181329
Cn1c(C2CC2)nc2cc(NC(=O)Cc3ccccc3F)ccc21, fitness:1.65667594049
CC(C)Oc1ccc(CNC(=O)c2cnccn2)cc1, fitness:0.0999892178781
C=CCN(Cc1ccccc1Cl)C(=O)c1ccn(C)c(=O)c1, fitness:1.03825409894
CC(CNC(=O)c1cccc(F)c1)N1CCOCC1, fitness:0.239635816277
CN(CC1COc2ccccc2O1)S(=O)(=O)c1ccccc1F, fitness:0.12140194874
Cc1ccc(C(=O)N(CCC#N)c2cccc(F)c2)s1, fitness:0.675146507325
C=C(C)N(Cc1ccccc1OC)C(=O)c1cc(N)[nH]n1, fitness:0.855677095708
Cc1cc(C(=O)Nc2nnc(C(F)F)s2)ccc1O, fitness:0.162022868113
CC(NC(=O)c1cccc(C#N)c1)c1ccccn1, fitness:0.170535883962
CC1CCCC(NC(=O)CN(C)C(=O)c2ccc(F)cc2)C1, fitness:0.276658612054
Cc1cnc(CNC(=O)c2csc(C(C)C)c2)s1, fitness:0.140330134855
COC(=O)c1cccc(F)c1NC(=O)CC(C)C, fitness:0.00159456654143
Cc1noc(-c2ccc(NC(=O)c3cc(C)on3)cc2)n1, fitness:0.0599097463861
C#Cc1ccccc1NC(=O)Cc1ccccc1F, fitness:0.00497110449268
COCCN(Cc1ccc(C#N)cc1)C(=O)c1ccccc1OC, fitness:0.00438168524923
COC(=O)c1cccc(NC(=O)Cn2cnc3c2c(=O)n(C)c(=O)n3C)c1, fitness:1.15863787936
Cc1cc(C(=O)NCc2ccc(F)cc2)ccc1-n1cnnn1, fitness:1.34098376867
Cc1ccccc1C(=O)Nc1ccc2cnccc2c1, fitness:0.0620476032485
CC(CCc1ccccc1)NC(=O)c1ccc(=O)n(-c2ccccc2)n1, fitness:0.284551439833
CN(Cc1ccncc1)C(=O)C1CNc2c(F)cccc21, fitness:0.913032897874
Cc1ccccc1C(=O)N(C)Cc1cc2ccccc2[nH]c1=O, fitness:0.170749864221
CC(C)NC(=O)CN1CC(=O)OCc2ccccc21, fitness:-0.179325678737
CN1CCN(C(=O)COc2cccc(C(F)(F)F)c2)CC1, fitness:0.0842799687016
Cc1cnc2onc(C)c2c1C(=O)NCC(C)c1ccccc1, fitness:0.919744821052
CN(C)c1cccc(NC(=O)CCN2CCCS2(=O)=O)c1, fitness:1.29751525317
CN(Cc1ccccc1)C(=O)C1CCCN(c2ncnc3[nH]cnc23)C1, fitness:0.907133630193
Cc1cccc(C)c1S(=O)(=O)NC(C)c1cccnc1, fitness:0.00640919007457
NC(=O)c1ccc(OCC(=O)NC2CCc3cc(F)ccc32)cc1, fitness:0.745978089572
Cc1cccc(C(=O)N(C)C)c1NC(=O)c1ccc2ccncc2c1, fitness:1.4254137813
CC(=O)Nc1cc(C(=O)N(C)Cc2cccc(C)n2)ccc1C, fitness:0.932952618939
N#Cc1ccccc1CN(Cc1ccccn1)CC(F)(F)F, fitness:0.0347315718497
CCOc1cc(OCC)cc(-c2nnc(-c3nonc3N)o2)c1, fitness:0.00852033647357
CC(C)n1nnnc1SCC(=O)NCC1CCCO1, fitness:0.777141062594
CC(C)Oc1ccc(Cn2cnc(-c3cccnc3)n2)cc1, fitness:0.398090862127
COc1cc(OC)cc(C(=O)NC(C)c2ccccc2C)c1, fitness:0.00851209732914
Cc1coc(C(=O)Nc2ccccc2C(=O)N(C)C)c1, fitness:0.0327369847929
CC(NC(=O)c1ccc2c(c1)CCN2C(C)C)c1cccnc1, fitness:1.00854416848
COc1cc(C)cc(C(=O)NCC(O)c2cocc2C)c1, fitness:0.444779771636
CC(=O)Nc1cc(C)cc(NC(=O)Cc2ccsc2)c1, fitness:0.0191330092439
CC(C)CN1CC(C(=O)Nc2ccc(-c3ncco3)cc2)CC1=O, fitness:1.03133365765
Cc1noc(Cc2ccccc2C(=O)NC2CCCc3occc32)n1, fitness:0.843035438568
CC1CCC(NC(=O)c2ccccc2NC(=O)c2ccoc2)C1, fitness:0.580071998353
COc1cc(CC(=O)NCc2conc2C(C)C)cc(OC)c1, fitness:0.00233533543848
Cc1cc(CN2CCN(C(=O)c3c(F)cccc3F)CC2)on1, fitness:0.332709886074
Cc1cccc(CNC(=O)C2Cc3ccccc3S2)n1, fitness:0.391768853388
CN(CC(=O)N1CCOCC1)C(=O)c1ccccc1C#N, fitness:0.223440774044
