Cc1nc(CNC(=O)c2c(C)oc(C)c2C)no1, fitness:0.325430032543
CC(C)OCc1ccc(CNC(=O)c2n[nH]c3c2CCC3)cc1, fitness:0.259163272862
Cc1cc(N2CCN(CC(=O)Nc3cc(C)on3)CC2)nc(C)n1, fitness:0.351123595506
Cc1cccc(OC(C)C(=O)NCc2ccccn2)c1, fitness:0.400436840189
COC(=O)c1ccccc1CNC(=O)NCc1cccnc1, fitness:0.32
CN(C(=O)C12CCC(CC1)O2)C(C)(C)Oc1ccccc1Cl, fitness:0.269127258747
CSc1cccc(C(=O)N(Cc2ccco2)C2CC2)c1, fitness:0.269127258747
N#Cc1ccccc1OCC(=O)NCc1ccccn1, fitness:0.32
Cc1cccc(-c2nnn(CC(=O)NCC3CCCO3)n2)c1C, fitness:0.338774253157
CC(C)N1CCN(C(=O)c2ccccc2C#N)CC1, fitness:0.285442435775
O=C(CCNS(=O)(=O)c1ccc(F)cc1)NCc1ccco1, fitness:0.279888044782
COc1cccc(CC(=O)Nc2nc3ccccc3o2)c1, fitness:0.363901018923
Cc1cnc(CN(C)C(=O)Nc2cc(F)cc(F)c2)s1, fitness:0.453514739229
COc1cc(OC)cc(C(=O)NCc2cccc(C#N)c2)c1, fitness:0.291545189504
C#CCN1CCN(C(=O)C2(c3ccc(F)cc3)CCCC2)CC1, fitness:0.217108119844
Cc1nc(N2CCN(Cc3ccccc3)CC2)c2sccc2n1, fitness:0.353079639074
CC1Nc2ccccc2N(CC(=O)Nc2ccc(F)cc2)C1=O, fitness:0.333456835865
COc1ccc(CN(C)C(=O)c2ccccc2C#N)c(OC)c1, fitness:0.301886792453
COc1ccc(C(=O)NCC(C)(O)C2CC2)cc1OC, fitness:0.291545189504
Cc1ccc(CNC(=O)CSc2nnc(C3CC3)n2C)cc1, fitness:0.35739814153
CNC(=O)COc1cccc(C(=O)Nc2cccc(C)c2)c1, fitness:0.353079639074
Cc1nnc(-c2ccc(NC(=O)c3cccc(Cl)c3)cc2)o1, fitness:0.407860585836
Cc1cc(F)ccc1NC(=O)c1nnc(-c2ccccn2)o1, fitness:0.40733197556
CCC(=O)Nc1ccc(C(=O)c2ccc(OC)c(OC)c2)s1, fitness:0.291545189504
CCN(CCO)C(=O)c1ccc(N(C)Cc2ccccc2)cc1, fitness:0.367496937526
O=C(c1ccc(Cn2cccn2)cc1)N1CCC(CO)CC1, fitness:0.274402195218
O=C(Cn1nccc1Cl)NC1Cc2ccccc2C1, fitness:0.340425531915
Cc1ccc(C(=O)NC(C)(CO)c2ccccc2)cc1C, fitness:0.417014178482
Cc1cocc1-c1nnc(SCC(=O)Nc2ccc(F)cc2)n1C, fitness:0.413354531002
Cc1nc(CC(=O)Nc2cccc3c2COC3)oc1-c1ccsc1, fitness:0.281337918099
CC(C)NC(=O)C(C)NC(=O)c1cccc2c1CCC2, fitness:0.272479564033
CC(C)n1ncc2ccc(NC(=O)CCC3CCCC3)cc21, fitness:0.373260943332
CCS(=O)(=O)N1CCCC1c1nc(-c2ccccn2)no1, fitness:0.393959290873
CC(C)(c1noc(C2NCCCCC2=O)n1)N1CCOCC1, fitness:0.230591852421
CCN(Cc1ccccc1C)C(=O)Nc1nnc(C2CC2)s1, fitness:0.345065562457
C=C(C)N(Cc1ccsc1)C(=O)c1ccccc1C#N, fitness:0.239808153477
CC(=O)NC1CCN(C(=O)Cc2ccccc2Cl)CC1, fitness:0.297745640153
CS(=O)(=O)N1CCCCC1C(=O)NCc1ccoc1, fitness:0.333456835865
Cc1ccc(C(=O)NCC(=O)Nc2ccc(C#N)cc2)s1, fitness:0.360144057623
Cc1cc(C)cc(OCC(=O)NCc2ccn(C)n2)c1, fitness:0.453514739229
Cc1cccc(C)c1C(=O)N(C)Cc1noc(-c2ccccc2)n1, fitness:0.415564790329
CN(CC(=O)N1CCCC1)C(=O)c1cccc(-c2ccoc2)c1, fitness:0.327391778829
Cc1cc(=O)c(C(=O)NCCc2ccccc2Cl)c[nH]1, fitness:0.313725490196
Cc1ccc(C)c(S(=O)(=O)NCc2ncn(C)n2)c1, fitness:0.646478394012
CCOc1ccc(C(=O)N(CC)CC(=O)NC(C)C)cc1, fitness:0.304215558453
CC(=O)Nc1ccccc1-c1ncc2cccc(-c3noc(C)n3)n12, fitness:0.355182434614
CC(CNC(=O)c1cc(=O)[nH]cc1Cl)c1cccs1, fitness:0.264051301396
COc1cccc(C(=O)NCc2cn3cc(Cl)ccc3n2)c1, fitness:0.33921302578
Cc1cccc(CNC(=O)CSc2nc3cccc(F)c3[nH]2)c1, fitness:0.361010830325
CC(=O)Nc1ccc(C(=O)NCc2cscc2C)c(C)c1, fitness:0.423565652676
Cc1ccc(CNC(=O)Nc2cnc3ccccc3c2)cc1, fitness:0.445103857567
CCNC(=O)c1ccc2c(c1)C(CC)CN2Cc1ccccn1, fitness:0.355182434614
C#CCN(Cc1cccc(F)c1)C(=O)NC(C)c1cccnc1, fitness:0.317662007624
C=CCN(Cc1cccc(C#N)c1)C(=O)c1cccc(C)n1, fitness:0.345065562457
CN(Cc1ccsc1)C(=O)c1n[nH]cc1-c1cccc(O)c1, fitness:0.300100033344
CC(NC(=O)c1ccccc1-n1cccn1)C1C=CCCC1, fitness:0.30518819939
CC(C)CN1CCN(C(=O)Cc2cccc(O)c2)CC1, fitness:0.297745640153
Cc1ccc(NC(=O)CNC(=O)Cc2ccccc2Cl)nc1, fitness:0.346287033474
CC(C)Oc1cccc(CNC(=O)C(C)(C)C#N)c1, fitness:0.285597715218
Cc1ccc(C(=O)NCC(O)C2c3ccccc3NC2N)cc1, fitness:0.296296296296
Cc1cc(CNS(=O)(=O)c2ccccc2C#N)c(C)o1, fitness:0.423565652676
Cc1cncc(CNC(=O)NCc2ccccc2Cl)c1, fitness:0.367496937526
Cc1ccccc1-n1nnc(C)c1C(=O)Nc1ccccc1Cl, fitness:0.384911470362
CCn1cnnc1-c1ccc(NC(=O)C2(C#N)CCCC2)cc1, fitness:0.345065562457
CC(=O)Nc1cccc(OS(=O)(=O)c2cccc(F)c2)c1, fitness:0.400320256205
CC(C)OC1CN(C(=O)CCSc2ccccn2)CC1N1CCOCC1, fitness:0.272809942407
COc1cccc(-c2nnc(N3CCCCC3(C)O)o2)c1, fitness:0.259163272862
Cc1nc(C2CCN(C(=O)c3ccccc3F)C2)no1, fitness:0.327391778829
CC(=O)Nc1ccc(C(=O)NC2CCCCC2O)cc1, fitness:0.355555555556
Cc1ccc(CC(=O)N(Cc2ccco2)C(C)C)s1, fitness:0.285597715218
CC(NC(=O)c1n[nH]c2ccccc12)c1ccccc1S(N)(=O)=O, fitness:0.501169395256
Cc1cccc(CN(Cc2c(N)[nH]c(=O)[nH]c2=O)CC(C)C)c1, fitness:0.333456835865
COC(=O)c1cnn(CC#N)c1-c1cc(OC)cc(OC)c1, fitness:0.285597715218
COc1cccc(C(=O)NCc2nc(-c3ccc(F)cc3)no2)c1, fitness:0.30518819939
Cc1noc(C2CCCN2C(=O)Cc2ccc(Cl)cc2)n1, fitness:0.32154340836
Cc1ccc(NC(=O)CSc2nc(C3CC3)n[nH]2)cc1C, fitness:0.459921156373
CN(CCOc1ccc(F)cc1)C(=O)c1ccc(N2CCOC2=O)cc1, fitness:0.275862068966
CN(CC(=O)NCC(F)(F)F)C(=O)c1cccc(F)c1, fitness:0.367496937526
Cc1nc(C(C)NC(=O)Nc2ccccc2C(=O)N2CCCC2)no1, fitness:0.333555703803
Cc1cccc(CN2CCN(C(=O)C3CC=CC3)CC2)c1, fitness:0.333333333333
CC(C)N(CC1CC1)C(=O)CNc1cccc(C(N)=O)c1, fitness:0.363901018923
COc1cccc(CC(=O)N2CCN(CC(F)(F)F)CC2)c1, fitness:0.279888044782
Cc1cc(C(=O)NCc2cccc(-n3cccn3)c2)c(C)o1, fitness:0.373260943332
CC1CC(C)CN(C(=O)Cc2ccccc2Cl)C1, fitness:0.292397660819
CC(C)CNC(=O)c1ccc2c(C(C)C)cncc2c1, fitness:0.400320256205
Cc1cccc(C)c1OCC(=O)NCc1ccncc1-n1cccn1, fitness:0.361010830325
Cc1cscc1C(=O)NC(C)C1Cc2ccccc2N1, fitness:0.301886792453
Cc1cscc1-c1nnn(Cc2cccc(-n3cccn3)c2)n1, fitness:0.361010830325
Cc1noc(CCN(C)S(=O)(=O)c2ccccc2F)n1, fitness:0.473588342441
COc1cccc(CNC(=O)c2ccc(NC3CC3)nc2)c1, fitness:0.310451879959
N#Cc1ccccc1S(=O)(=O)NCc1cccc2c1OCO2, fitness:0.307692307692
COc1c(O)cccc1C(=O)Nc1ccc2cccnc2c1, fitness:0.44142614601
Cc1ccc(NC(=O)Cc2nc(C)c(C)s2)c(C)c1, fitness:0.440528634361
Cc1cccc(C(=O)NCc2cc3ccccc3[nH]c2=O)c1, fitness:0.313725490196
CCn1c(NC(=O)C(C)OCC2CC2)cccc1=O, fitness:0.274402195218
NC(=O)COc1ccccc1C(=O)Nc1ccc(F)cc1, fitness:0.347826086957
CC(=O)Nc1ccccc1CC(=O)NCc1ccsc1, fitness:0.255102040816
Cc1cc(=O)n(CC(=O)NC(C)C)c(-c2ccc(Cl)cc2)n1, fitness:0.400436840189
Cc1n[nH]c(CNC(=O)c2scc(C)c2C)n1, fitness:0.375156315131
Cc1ccc(C(=O)NC(C)c2ccc(N3CCOCC3)cc2)s1, fitness:0.307692307692
O=C(NCc1ccco1)c1ccccc1NC(=O)C1CCCC1, fitness:0.203832042397
Cc1c[nH]nc1NC(=O)c1cccc2nc(C)n(-c3ccccc3)c12, fitness:0.400534045394
CC(=O)Nc1cccc(CNC(=O)c2cccn2C2CC2)c1, fitness:0.327391778829
CC(C#N)CN(C)C(=O)c1cccc(F)c1Br, fitness:0.297745640153
Cc1nnc(NC(=O)c2cccc(COc3ccccc3)c2)s1, fitness:0.327391778829
Cc1cc(C(=O)Nc2ccccc2C(=O)NC2CC2)no1, fitness:0.346287033474
Cc1oc2ccccc2c1C(=O)NCC1(C(N)=O)CCOCC1, fitness:0.327391778829
CC(=O)Nc1ccccc1C(=O)Nc1ccc(C#N)cc1, fitness:0.363636363636
Cc1ccc(C)c(NC(=O)CCn2c(=O)oc3ccccc32)c1, fitness:0.386371619248
CC(C)N1CCNCC1(N)CC(=O)Oc1ccccc1C#N, fitness:0.241296104791
Cc1cc(C(=O)N=c2[nH]nc3ccccn23)c2ccccc2n1, fitness:0.40733197556
CC(NC(=O)c1ccccc1-n1cccn1)c1nc2ccccc2[nH]1, fitness:0.367033700367
Cc1noc(CN(C)C(=O)c2cc(Cl)c3c(c2)OCCO3)n1, fitness:0.345065562457
CC(C(=O)Nc1ccc(F)cc1)n1c(CO)nc2ccccc21, fitness:0.414364640884
CC(=O)Nc1cccc(C(=O)N(Cc2cccs2)CC2CCC2)c1, fitness:0.300100033344
Cc1cncc(CC(=O)NC(C)c2ccc(Cl)cc2)c1, fitness:0.360144057623
Cc1coc(C(=O)N2CCCC2Oc2c(C)cncc2C)c1, fitness:0.327391778829
CC(C)C(=O)NCC(=O)N1CCCCC1c1ccsc1, fitness:0.264051301396
COc1cccc(CN(C2CC2)S(=O)(=O)c2cccc(F)c2)c1, fitness:0.333456835865
Cc1[nH]nc(NC(=O)c2c(Cl)cccc2Cl)c1C, fitness:0.372093023256
O=C(NCC(O)c1cccc(F)c1)c1cccc(-c2ccoc2)c1, fitness:0.222057735011
CCOC(=O)c1c(N)cnn1-c1cccc(C)c1, fitness:0.384911470362
Cc1conc1CN1CCN(C(=O)c2cccc(C(F)(F)F)c2)CC1, fitness:0.333555703803
Cc1cccc(OCC(=O)N2CCN(C3CCCC(O)C3)CC2)c1, fitness:0.275862068966
CC1CNC(N)(C(=O)N2CCC(c3cccc4c3OCCO4)C2)C(C)O1, fitness:0.222151697874
CCN(C(=O)c1cc(OC)cc(OC)c1)C1CCCCC1, fitness:0.285442435775
CCc1scnc1CC(=O)N1Cc2ccccc2C1, fitness:0.340425531915
COc1cc(NC(=O)Cc2ccccc2F)cc(OC)c1OC, fitness:0.340425531915
Cc1ccc(CN(C)C(=O)c2cccc(OC(F)(F)F)c2)o1, fitness:0.333456835865
CCN(C(=O)c1ccccc1NC(=O)c1ccsc1C)C(C)O, fitness:0.296296296296
Cc1ccccc1C(=O)N1CCN(C(=O)c2ccccc2F)CC1, fitness:0.410256410256
CC(C)NC(=O)Cc1ccc(NC(=O)c2cscn2)cc1, fitness:0.384911470362
COC(=O)CN(Cc1ccc(Cl)cc1)S(=O)(=O)c1[nH]ncc1N, fitness:0.345065562457
Cc1cscc1C(C)NC(=O)NCc1ccncc1, fitness:0.392464678179
CC(NC(=O)NCC1CCCO1)c1ccc2c(c1)CCC(=O)N2, fitness:0.229432972796
Cc1cc(C(=O)Nc2ccc(C#N)cc2)c2cnn(C(C)C)c2n1, fitness:0.445292620865
Cc1sc(=O)n(CC(=O)NCC(C)c2cccs2)c1C, fitness:0.333456835865
Cc1cn2ncc(C(=O)NCc3ccncc3)c2nc1C, fitness:0.429184549356
Cc1cccc(NC(=O)c2cc3cc(Br)ccc3o2)n1, fitness:0.377643504532
CCOc1cccc(C(C)NS(=O)(=O)N2CC(C)OC(C)C2)c1, fitness:0.351123595506
Cc1cscc1C(=O)NC(C)NS(=O)(=O)c1cccc(F)c1, fitness:0.386371619248
Cc1ccc(CNC(=O)CN2CCCCC(=O)C2)cc1, fitness:0.326530612245
COc1ccccc1-c1cn[nH]c(=O)c1-c1cccs1, fitness:0.255102040816
CC1(Oc2ccccc2)COCCN1C(=O)c1ccc(C#N)cc1, fitness:0.226244343891
Cc1ccc(OC(C)(C)NS(=O)(=O)c2ccccc2C#N)cc1, fitness:0.400320256205
CCn1cc(-c2nc3ccccc3n2C)c(NC(=O)c2ccsc2)n1, fitness:0.364077669903
Cc1cc(CC(=O)Nc2c(Cl)cccc2C(=O)NC2CC2)ccn1, fitness:0.381436745073
COc1ccc(-c2cc(C(=O)NC3CCCCC3)n[nH]2)cc1, fitness:0.307692307692
CN(C)C(=O)C1CN(C(=O)c2c[nH]c3ccccc23)C1, fitness:0.367496937526
N#Cc1cccc(NC(=O)c2ccc(Cl)c3cccnc23)c1, fitness:0.386371619248
NC1Nc2ccccc2C1C(=O)N1CCN(C(=O)C2CC2)CC1, fitness:0.272479564033
Cc1cc(NC(=O)c2ccc(OCC(C)C)cc2)n(C)n1, fitness:0.46511627907
Cc1cocc1CN(C(=O)c1cccc(F)c1)C1CC1, fitness:0.333456835865
CS(=O)(=O)c1ccc(C(=O)NCc2ccc(F)cc2)cc1, fitness:0.372093023256
Cc1ccc(OCC(=O)NCc2ccncc2)c(C)c1, fitness:0.431880643895
Cc1ccc(C)c(OC(=O)c2ccnc(N3CCCCC3)c2)c1, fitness:0.483759502419
CC(c1ccccc1)N1CCNCC1(N)C(=O)N1CCCCCC1, fitness:0.274402195218
O=C(COc1cccc(F)c1)N1CCN(CC=Cc2ccccc2)CC1, fitness:0.222057735011
N#Cc1ccc(NCC(=O)NCc2ccccn2)nc1, fitness:0.307692307692
CC(NC(=O)c1cccc(F)c1)c1nc2ccccc2n1C(C)C, fitness:0.386371619248
CC(C)(C)C(=O)NCc1cc2ccccc2[nH]c1=O, fitness:0.310972900933
Cc1oncc1NC(=O)Cc1nc(-c2ccc(F)cc2)cs1, fitness:0.3159003159
COc1ccc(C(=O)NC2(C#N)CCCOC2)c(OC)c1, fitness:0.254452926209
CN(CC(=O)NCc1ccoc1)C(=O)c1cccc2c1SCC2, fitness:0.266666666667
CC1CCC(NC(=O)Cc2nc(-c3ccccc3)n[nH]2)CC1, fitness:0.307692307692
Cc1coc(C(=O)NC(c2ccccc2)C(F)(F)F)c1, fitness:0.340425531915
Cc1cc(NC(=O)CCn2c(=O)oc3ccccc32)cc2cccnc12, fitness:0.41249263406
CCc1c(C(=O)NCc2ccco2)cnn1-c1ccccc1C, fitness:0.33921302578
O=C(CN1CCn2c(nnc2C2CC2)C1)Nc1ccccc1Cl, fitness:0.249910746162
Cc1cc(C(=O)NCC(O)c2ccoc2)ccc1O, fitness:0.346287033474
CCN(CCC#N)C(=O)c1c[nH]c2cc(Br)ccc12, fitness:0.333456835865
CN(Cc1ccccc1F)C(=O)Cc1ccccc1, fitness:0.349825087456
CC(=O)Nc1ccc(CC(=O)NCC2CCCO2)cc1, fitness:0.32
Cc1cc(C(=O)CSc2nnc(-c3ccccc3)n2C)c(C)s1, fitness:0.35739814153
Cc1coc(C(=O)NCc2ncsc2-c2ccccc2)c1, fitness:0.35739814153
CC(C(=O)Nc1c(F)cccc1C#N)c1ccccn1, fitness:0.339750849377
CC(C)CNC(=O)C1CCCN(C(=O)c2ccccn2)C1, fitness:0.345065562457
CN(Cc1ccccc1C#N)C(=O)c1ccccc1-n1cncn1, fitness:0.3159003159
CC(NC(=O)c1cccnc1Cl)C(=O)NCc1ccccc1, fitness:0.346287033474
COc1cc(NC(=O)C2COc3ccccc3O2)cc(OC)c1, fitness:0.326530612245
COc1ccc(CNS(=O)(=O)Cc2ccccc2C)cc1, fitness:0.425894378194
Cc1cccc(NC(=O)CSc2nnc(C)n2C2CC2)c1, fitness:0.379703141181
CC(C)NC(=O)CCNC(=O)N(C)C(C)c1ccccc1Cl, fitness:0.32
N#Cc1ccccc1OCC(=O)NCc1ccc(Cl)cc1, fitness:0.217108119844
CC(C)NC(=O)c1ccc(C(=O)NCc2cc3ccccc3o2)cc1, fitness:0.291545189504
CC(C)Oc1cccc(NC(=O)N2CCC(C)(O)C2)c1C(F)(F)F, fitness:0.241296104791
Cc1ccc(NC(=O)CSc2nc(N)cc(N)n2)cc1, fitness:0.521042084168
CCc1c(NC(=O)CN2CC(=O)Oc3c(C)cccc32)noc1C, fitness:0.317662007624
Cc1ccc(C(=O)Nc2cnn(CC(N)=O)c2)c(Cl)c1, fitness:0.421644413212
Cc1ccc(S(=O)(=O)NCc2ncn(C)n2)cc1C, fitness:0.60910068076
Cc1nn(C)cc1C(=O)Nc1ccc(C#N)c(Cl)c1, fitness:0.483759502419
CC(C)Oc1ncccc1CN(C)C(=O)C1CC2CCC1O2, fitness:0.322788896062
Cc1noc(C2CCN(C(=O)c3ccc(C#N)cc3)C2)n1, fitness:0.32154340836
CC(NC(=O)c1ccc[nH]c1=O)c1cccc(S(N)(=O)=O)c1, fitness:0.421644413212
Cc1nc(NC(=O)COc2ccccc2Cl)no1, fitness:0.384911470362
CCN(Cc1cccc(C)c1)S(=O)(=O)Cc1cc(C)no1, fitness:0.407860585836
Cc1ncc(NC(=O)COc2ccccc2Cl)s1, fitness:0.353079639074
CC1=NN=CS1(C)CC(=O)NCc1ccc(C)cc1, fitness:0.347826086957
COc1ccccc1C(O)CNC(=O)Cc1cccc(C)c1, fitness:0.301886792453
Cc1ccc(C)c(NC(=O)Cc2ccc(-n3cnnn3)cc2)c1, fitness:0.421644413212
CCCN(Cc1ccccc1)C(=O)C1CC(=O)N(C2CC2)C1, fitness:0.269127258747
Cc1noc(C)c1CC(=O)Nc1nc(-c2ccccc2)cs1, fitness:0.327391778829
O=C(NCCc1ccccn1)N1CCC1c1ccc(F)cc1, fitness:0.32154340836
Cc1cncc(C(=O)Nc2cccc(F)c2Cl)c1, fitness:0.367496937526
CC(NC(=O)c1ccnn1-c1ccc(Cl)cc1)c1ccsc1, fitness:0.327391778829
Cc1cnoc1C1CCN(C(=O)NCc2ccccn2)C1, fitness:0.375469336671
Cc1noc(C)c1CN1CCN(C(=O)c2ccc(F)cc2F)CC1, fitness:0.32154340836
Cc1nc2sccc2c(=O)n1CC(=O)NC1CCCCC1, fitness:0.379703141181
COc1cccc(C(=O)NCC(=O)N2CCOCC2)c1OC, fitness:0.274402195218
COc1ccc(CNC(=O)CC2CCCC2)cc1OC, fitness:0.304215558453
Cc1cocc1C(=O)NC(C)c1cccc2c1OCO2, fitness:0.307692307692
N#Cc1cc(N2CCC(c3ccccc3F)C2)ccn1, fitness:0.339750849377
COc1ccc(-n2nnc(C(=O)Oc3ccc(C)cc3)c2C)cc1, fitness:0.375156315131
CCn1c(CC(=O)Nc2cccnc2)nc2ccccc21, fitness:0.421644413212
CCN(Cc1ccccc1)C(=O)C(C)NS(=O)(=O)c1cnn(C)c1, fitness:0.393959290873
CC1CCCC(NC(=O)CN2CN(c3ccccc3)CC2=O)C1, fitness:0.254452926209
O=C(NCc1ccoc1)C1CCCCN1c1ncc(-c2ccccc2)cn1, fitness:0.262295081967
Cc1cc(NCC(=O)N2CC(C)OC(C)C2)nc(C)n1, fitness:0.392464678179
CC(=O)Nc1ccc(C(=O)Nc2ccc(OC(F)F)cc2)cc1, fitness:0.380952380952
CC(C)CN(C(=O)c1ccc(NC(=O)C2CC2)cc1)C1CC1, fitness:0.367496937526
Cc1ccc(NC(=O)C2N=CC(c3ccccc3)c3ncnn32)cc1, fitness:0.40733197556
Cc1nc(COc2cccc(NC(=O)c3cc[nH]c3)c2)no1, fitness:0.349539243724
O=C(Cc1ccc(F)cc1)Nc1nc(-c2ccc[nH]2)cs1, fitness:0.269127258747
O=C(NCc1ccc(F)cc1)c1ccc(N2CCNC2=O)cc1, fitness:0.244698205546
Cc1nonc1C(=O)NCc1ccccc1Cn1ccnc1, fitness:0.351123595506
O=C(NCc1ccccc1CN1CCOCC1)c1ccc2cc[nH]c2n1, fitness:0.271186440678
CC(NC(=O)c1ccccc1Cl)c1ccccc1S(N)(=O)=O, fitness:0.500963391137
CN(Cc1ccc(O)cc1)C(=O)Cn1ccccc1=O, fitness:0.340425531915
CCOC(=O)c1ccncc1NCC(C)C#N, fitness:0.313725490196
Cc1c(C(=O)NCC2CCOC2)nnn1-c1ccccc1Cl, fitness:0.322788896062
CC(=O)NCc1ccc(C(=O)NC(C)Cc2ccco2)cc1, fitness:0.244698205546
C=CCN(Cc1ccc(C#N)cc1)C(=O)Nc1ccc(OC)cc1, fitness:0.32154340836
CC(=O)Nc1cccc(NC(=O)c2scnc2C2CC2)c1, fitness:0.384911470362
CN(CC(F)(F)F)C(=O)c1cc(Cl)c2c(c1)OCCO2, fitness:0.291545189504
CN(CC(=O)Nc1cccc(F)c1)c1ncc2[nH]nc(N)c2n1, fitness:0.41249263406
Cc1ccc(N)cc1NC(=O)Cc1cccs1, fitness:0.440528634361
COc1cccc(CN(C)C(=O)Cc2ccc(O)cc2)c1, fitness:0.333333333333
Cc1ccc2c(CN(C)C(=O)c3ccccc3)cc(=O)[nH]c2c1, fitness:0.407860585836
Cc1cccc(NC(=O)NCc2cccc(C#N)c2)n1, fitness:0.377643504532
Cc1cc(CNC(=O)C2CCCCN2C(=O)c2cscc2C)on1, fitness:0.312695434647
Cc1nc(CNC(=O)Nc2ccc(C(F)(F)F)cc2)co1, fitness:0.415564790329
CC(NC(=O)c1ccc(Cl)cc1)c1ccncc1, fitness:0.390243902439
CCc1cnc(CN(C)C(=O)c2ccccc2OC)s1, fitness:0.339750849377
CN(CCc1ccccc1)C(=O)C1(C#N)CCCCC1, fitness:0.304215558453
O=C(CNc1ccc(F)cc1)NC1c2ccccc2CC1O, fitness:0.279888044782
CN(Cc1ccc(C#N)cc1)C(=O)c1cccc(-n2ccnc2)n1, fitness:0.361010830325
Cc1conc1NC(=O)COC(=O)c1ccccc1F, fitness:0.339750849377
Cc1cccc(C(=O)Nc2nc(-c3cccn3C)cs2)c1O, fitness:0.400534045394
Cc1cccc(NC(=O)CSc2cccnc2)c1F, fitness:0.377643504532
CN(Cc1ccccc1F)C(=O)c1ccncc1N1CCCC1, fitness:0.351123595506
Cc1ccccc1NC(=O)CSc1nnc(-c2ccccn2)n1C, fitness:0.426929392447
Cc1cc2ccc(N)cc2nc1C(=O)NCC1CCOC1, fitness:0.413354531002
Cc1ccc(CNC(=O)c2cc(=O)[nH]c3ccccc23)cc1, fitness:0.360144057623
Cc1onc(CN(C)C(=O)c2cc(Cl)cc(Cl)c2)c1C, fitness:0.383141762452
COC(=O)c1sccc1Cn1nnc(-c2cccc(Cl)c2)n1, fitness:0.300100033344
COc1cccc(CNC(=O)c2[nH]c(=O)c(C)cc2C)c1, fitness:0.346287033474
Cc1ccc(CCNC(=O)c2ccnn2C)s1, fitness:0.462249614792
COc1cccc(-c2nc(CN(C)Cc3ccccc3F)no2)c1, fitness:0.3159003159
Cc1snnc1C(=O)NCC(O)c1ccc(C(F)(F)F)cc1, fitness:0.301886792453
Cc1coc(C(=O)N2CCC(C)(n3nccc3C)C2)c1C, fitness:0.35739814153
C#CCN1CCN(C(=O)Nc2cc(C)cc(Cl)c2)CC1, fitness:0.353079639074
CC(C)OCCN1CCN(C(=O)c2ccccc2Cl)CC1, fitness:0.255102040816
COc1ccc(CN(Cc2ccccc2)C(=O)c2[nH]c(=O)ccc2C)cc1, fitness:0.346287033474
N#Cc1cccc(NC(=O)c2cccc(N3CCOCC3)c2)c1, fitness:0.301886792453
CC(=O)Nc1ccccc1C(=O)NCC(C)(C)c1ccccn1, fitness:0.353079639074
Cc1cc(NC(=O)N2CCOC(C3CC3)C2)cc(OCC(C)C)c1, fitness:0.290416263311
CCn1ccc(NC(=O)C2CN(C(=O)c3cccc(F)c3)C2)n1, fitness:0.333555703803
C=C(C)N(Cc1cccc(OC)c1)C(=O)c1cc(=O)[nH]cc1N, fitness:0.275862068966
Cn1c(C2CC2)nc2cc(NC(=O)Cc3ccccc3F)ccc21, fitness:0.431565967941
CC(C)Oc1ccc(CNC(=O)c2cnccn2)cc1, fitness:0.360144057623
C=CCN(Cc1ccccc1Cl)C(=O)c1ccn(C)c(=O)c1, fitness:0.32154340836
CC(CNC(=O)c1cccc(F)c1)N1CCOCC1, fitness:0.313725490196
CN(CC1COc2ccccc2O1)S(=O)(=O)c1ccccc1F, fitness:0.384911470362
Cc1ccc(C(=O)N(CCC#N)c2cccc(F)c2)s1, fitness:0.333456835865
C=C(C)N(Cc1ccccc1OC)C(=O)c1cc(N)[nH]n1, fitness:0.32154340836
Cc1cc(C(=O)Nc2nnc(C(F)F)s2)ccc1O, fitness:0.384911470362
CC(NC(=O)c1cccc(C#N)c1)c1ccccn1, fitness:0.384911470362
CC1CCCC(NC(=O)CN(C)C(=O)c2ccc(F)cc2)C1, fitness:0.307692307692
Cc1cnc(CNC(=O)c2csc(C(C)C)c2)s1, fitness:0.353079639074
COC(=O)c1cccc(F)c1NC(=O)CC(C)C, fitness:0.272479564033
Cc1noc(-c2ccc(NC(=O)c3cc(C)on3)cc2)n1, fitness:0.462249614792
C#Cc1ccccc1NC(=O)Cc1ccccc1F, fitness:0.2435460302
COCCN(Cc1ccc(C#N)cc1)C(=O)c1ccccc1OC, fitness:0.235109717868
COC(=O)c1cccc(NC(=O)Cn2cnc3c2c(=O)n(C)c(=O)n3C)c1, fitness:0.369685767098
Cc1cc(C(=O)NCc2ccc(F)cc2)ccc1-n1cnnn1, fitness:0.379703141181
Cc1ccccc1C(=O)Nc1ccc2cnccc2c1, fitness:0.500963391137
CC(CCc1ccccc1)NC(=O)c1ccc(=O)n(-c2ccccc2)n1, fitness:0.339750849377
CN(Cc1ccncc1)C(=O)C1CNc2c(F)cccc21, fitness:0.327391778829
Cc1ccccc1C(=O)N(C)Cc1cc2ccccc2[nH]c1=O, fitness:0.384911470362
CC(C)NC(=O)CN1CC(=O)OCc2ccccc21, fitness:0.285597715218
CN1CCN(C(=O)COc2cccc(C(F)(F)F)c2)CC1, fitness:0.326530612245
Cc1cnc2onc(C)c2c1C(=O)NCC(C)c1ccccc1, fitness:0.351123595506
CN(C)c1cccc(NC(=O)CCN2CCCS2(=O)=O)c1, fitness:0.414364640884
CN(Cc1ccccc1)C(=O)C1CCCN(c2ncnc3[nH]cnc23)C1, fitness:0.303214069133
Cc1cccc(C)c1S(=O)(=O)NC(C)c1cccnc1, fitness:0.500834724541
