Cc1ncc(C(=O)NCc2ccccc2F)c(N2CCCCC2)n1, fitness:1.31010521852
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Nc1ccc(-c2nnc(NC(=O)Cc3ccccc3)s2)cc1, fitness:0.0459377342013
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1C, fitness:0.48982211674
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2nc(N)cc(N)n2)cc1, fitness:0.0148291915061
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1, fitness:0.098300709506
CSc1ccccc1NC(=O)COc1ccc(C#N)cc1, fitness:0.119554346361
Cc1ccc(O)c(NC(=O)C2COc3ccccc3O2)c1, fitness:0.217293531998
COc1ccc(C(=O)NCc2ccsc2)cc1N, fitness:0.178475847473
Nc1ccc(O)c(C(=O)NCc2ccsc2)c1, fitness:0.035535500922
Cc1ccc(S(=O)(=O)NCc2cccs2)cc1C, fitness:0.0104216132771
Cc1ccc(NC(=O)CSc2ncccn2)cc1Cl, fitness:0.169562444753
Cc1ccc(C)c(OCC(=O)NCc2cccs2)c1, fitness:0.226428541606
Cc1ccc(OCC(=O)NCc2cccs2)cc1C, fitness:0.131610364956
Cc1ccc(NC(=O)CSc2ncnc3sccc23)cc1C, fitness:1.90838992435
COc1ccc(-c2nc(C)cc(NCCO)n2)cc1, fitness:0.0216078206362
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(-n2nnnc2SCC(=O)N2CCCC2)cc1, fitness:0.147783491291
Cc1ccc(NCC(O)c2cccs2)cc1C, fitness:0.00832738346353
Nc1cc(C(=O)NCc2cccs2)ccc1OCC(F)(F)F, fitness:0.858193560414
Cc1ccc(NC(=O)CSc2ncnc3sccc23)cc1C, fitness:1.90838992435
CSc1ccc(NC(=O)Cc2cccs2)cc1, fitness:0.00831674900212
CSc1ccc(NC(=O)Cc2cccs2)cc1, fitness:0.00831674900212
Cc1ccc(O)c(NC(=O)C2COc3ccccc3O2)c1, fitness:0.217293531998
Nc1ccc(O)c(C(=O)NCc2cccs2)c1, fitness:0.0371681772891
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)C2COc3ccccc3O2)c(Br)c1, fitness:0.210175677032
Nc1ccc(C(=O)NCCc2ccsc2)cc1F, fitness:0.0930792617023
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2nc(N)cc(N)n2)cc1, fitness:0.0148291915061
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1cc(NC(=O)Cc2cccs2)c2ncccc2c1, fitness:1.0269470156
Cn1nnc2c(NCc3ccc(OCC(F)F)cc3)ncnc21, fitness:1.05188891353
COc1ccc(-c2nc(C)cc(NCCO)n2)cc1, fitness:0.0216078206362
COc1ccc(-c2cc(NCCO)nc(C)n2)cc1, fitness:0.0214514575481
Cc1ccc(NC(=O)CSc2ncnc3sccc23)cc1C, fitness:1.90838992435
Cc1ccc(NC(=O)CSc2ncnc3sccc23)cc1F, fitness:1.95345370631
CSc1cc(Cc2ccc(Cl)cc2)nc(N)n1, fitness:0.00239079236091
Cc1cc(S(=O)(=O)NCC2CCCO2)ccc1Br, fitness:0.176701403584
Cc1ccc(O)c(NC(=O)C2COc3ccccc3O2)c1, fitness:0.217293531998
COc1cc(C(=O)NC2CCCc3occc32)cc2c1OCCO2, fitness:0.721579009833
Cc1ccc(NC(=O)Cc2noc3ccccc23)cc1Cl, fitness:1.22492006762
Cc1ccc(NC(=O)CSc2nc(N)cc(N)n2)cc1, fitness:0.0148291915061
Cc1cc(SCC(=O)Nc2ccc(C#N)cc2)nc(C)n1, fitness:0.301184348162
Cc1ccc(NC(=O)CSc2cc(N)ncn2)cc1Cl, fitness:1.15128874363
Cc1ccc(S(=O)(=O)NCC2CCCO2)cc1C, fitness:0.0407997549546
Cc1cc(C(=O)N2CCCC2)ccc1NCc1cccs1, fitness:0.869719479665
Nc1ccc(C(=O)NCC2COc3ccccc3O2)cc1, fitness:0.0350090163213
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Nc1ccc(C(=O)NCC2COc3ccccc3O2)cc1, fitness:0.0350090163213
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1cc(NC(=O)Cc2cccs2)ccc1N1CCCC1=O, fitness:1.53311676513
Cc1ccc(S(=O)(=O)NCC2CCCO2)cc1Br, fitness:0.187963886341
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2nc(N)cc(N)n2)cc1Cl, fitness:0.207895082023
Cc1cc(C)c2nc(NC(=O)c3nccnc3N)sc2c1, fitness:0.327494231268
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2nc(N)cc(N)n2)cc1Cl, fitness:0.207895082023
CSc1ccc(NC(=O)CCNc2ncnc3sccc23)cc1, fitness:1.32466002628
Cc1ccc(O)c(NC(=O)C2=NCCc3ccccc32)c1, fitness:0.440329741802
COc1ccc(-c2nc(C)cc(NCCO)n2)cc1, fitness:0.0216078206362
Cc1ccc(O)c(NC(=O)C2COc3ccccc3O2)c1, fitness:0.217293531998
Cc1cc(NC(=O)COc2ccc(C#N)cc2)ccc1Br, fitness:0.331918866374
COc1ccc(-c2ncnc(NC3CCCCC3)c2N)cc1OC, fitness:0.343085982531
Nc1ccc(C(=O)NCc2ccc3c(c2)OCCO3)cc1, fitness:0.0181870488418
Nc1ccc(C(=O)NCc2ccc3c(c2)OCCO3)cc1, fitness:0.0181870488418
COc1ccc(C(=O)NCCNc2ncnc3sccc23)cc1, fitness:1.19939182245
COc1ccc(-c2nc(C)cc(NCCO)n2)cc1, fitness:0.0216078206362
Cc1cc(NC(=O)Cc2ccsc2)c2ncccc2c1, fitness:1.67931473818
CSc1ccc(NC(=O)Cc2ccsc2)cc1, fitness:0.007949441417
Cc1ccc(NC(=O)C2COc3ccccc3O2)cc1, fitness:0.011517875421
Cc1cc(O)cc(NC(=O)C2COc3ccccc3O2)c1, fitness:0.22225011181
Cc1ccc(O)c(NC(=O)C2COc3ccccc3O2)c1, fitness:0.217293531998
CSc1ccc(NC(=O)COc2ccc(C#N)cc2)cc1, fitness:0.0508121909541
Cc1ccc(NC(=O)C2COc3ccccc3O2)c(Br)c1, fitness:0.210175677032
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2nc(N)cc(N)n2)cc1, fitness:0.0148291915061
Cc1ccc(NC(=O)CSc2nc(C)cc(N)n2)cc1, fitness:0.0795052245601
Cc1ccc(O)c(NC(=O)COc2ccc(C#N)cc2)c1, fitness:0.263966552644
Cc1cccc(C)c1NC(=O)COc1ccc(C#N)cc1, fitness:0.0181077368478
COc1ccc(C(=O)NCc2cccs2)cc1OC, fitness:0.0350321197375
Cn1nnc2cc(C(=O)NCc3ccc(Cl)cc3)ccc21, fitness:0.372012496459
Cc1ccc(NC(=O)CSc2nc(C)cc(N)n2)cc1, fitness:0.0795052245601
Cc1ccc(NCC(O)c2ccc3c(c2)OCO3)cc1, fitness:0.0189798465992
Cc1ccc(NC(=O)CSc2nc(N)cc(N)n2)cc1, fitness:0.0148291915061
Nc1ccc(C(=O)NCc2cccs2)cc1F, fitness:0.0369412126101
N#Cc1cccc(NCC(O)COc2ccccc2Cl)c1, fitness:0.279660298789
N#Cc1ccc(NCC(=O)NCc2ccsc2)cc1, fitness:0.0483651741817
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1C, fitness:0.48982211674
Cc1ccc(NC(=O)CSc2ncnc3sccc23)cc1C, fitness:1.90838992435
Cc1ccc(NC(=O)CSc2nc(N)cc(N)n2)cc1, fitness:0.0148291915061
Cc1nc(CNc2ccc(C)c(S(N)(=O)=O)c2)cs1, fitness:0.18885609239
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Nc1ccc(O)c(C(=O)NCc2cccs2)c1, fitness:0.0371681772891
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1, fitness:0.098300709506
Cc1ccc(NC(=O)COc2ccc(C#N)cc2)cc1C, fitness:0.0779765984078
COc1ccc(-c2nc(C)cc(NCCO)n2)cc1, fitness:0.0216078206362
COc1ccc(-c2nc(C)cc(NCCO)n2)cc1, fitness:0.0216078206362
Cc1ccc(NC(=O)CC2C=CCC2)cc1S(C)(=O)=O, fitness:0.556842962985
Cc1ccc(C(=O)NCC2COc3ccccc3O2)cc1O, fitness:1.13755876923
CSc1ccc(NC(=O)Cc2cccs2)cc1, fitness:0.00831674900212
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Nc1ccc(C(=O)NCC2COc3ccccc3O2)cc1, fitness:0.0350090163213
Cc1ccc(N)cc1NC(=O)CCOc1ccccc1, fitness:0.0885502295323
Cc1ccc(NC(=O)CSc2nc(N)cc(N)n2)cc1Cl, fitness:0.207895082023
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
COc1ccc(-c2n[nH]c(SCC(=O)NC3CC3)n2)cc1, fitness:1.07538751911
Cc1ccc(SCC(=O)Nc2cc(N3CCCC3)ncn2)cc1, fitness:1.33646964916
CSc1ccc(NC(=O)CCn2cc(Br)cn2)cc1, fitness:0.176778664664
Cc1cc(NC(=O)Cc2cccs2)c2ncccc2c1, fitness:1.0269470156
COc1ccc(C(=O)NCc2cccs2)cc1OC, fitness:0.0350321197375
COc1ccc(N)c(C(=O)NCc2cccs2)c1, fitness:0.189532638914
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Nc1ccc(C(=O)NCC2COc3ccccc3O2)cc1, fitness:0.0350090163213
Cc1ccc(NC(=O)CSc2nc(N)cc(N)n2)cc1, fitness:0.0148291915061
Cc1ccc(OCC(=O)Nc2ccc(C#N)cc2)cc1C, fitness:0.0775701880917
N#Cc1ccc(OCC(=O)NCc2ccc(Cl)cc2)cc1, fitness:0.0223102607357
N#Cc1ccc(OCC(=O)NCc2ccc(Cl)cc2)cc1, fitness:0.0223102607357
Cc1ccc(NC(=O)CSc2nc(N)cc(N)n2)cc1, fitness:0.0148291915061
COc1ccc(-c2ncnc(NC3CCCCC3)c2N)cc1OC, fitness:0.343085982531
CSc1ccc(NC(=O)Cc2cccs2)cc1, fitness:0.00831674900212
Cc1ccc(NC(=O)CSc2ncnc3sccc23)cc1C, fitness:1.90838992435
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(O)c(NC(=O)CSc2ncnc3sccc23)c1, fitness:1.51800859843
Cc1ccc(NC(=O)CSc2nc(N)cc(N)n2)cc1, fitness:0.0148291915061
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1, fitness:0.098300709506
Cc1cc(NC(=O)Cc2cccs2)c2ncccc2c1, fitness:1.0269470156
Cc1ccc(NC(=O)CSc2nc(N)cc(N)n2)cc1, fitness:0.0148291915061
Nc1ccc(F)c(C(=O)NCc2cccs2)c1, fitness:0.0380146059831
Cc1ccc(NC(=O)CSc2nc(N)cc(N)n2)cc1Cl, fitness:0.207895082023
Cc1ccc(O)c(NC(=O)C2COc3ccccc3O2)c1, fitness:0.217293531998
Cn1nnc2cc(C(=O)NCc3cccs3)ccc21, fitness:1.12457069858
COc1ccc(C(=O)NCc2cccs2)cc1OC, fitness:0.0350321197375
Nc1cccc(C(=O)NCC2COc3ccccc3O2)c1, fitness:0.196054416872
Nc1ccc(O)c(C(=O)NCc2cccs2)c1, fitness:0.0371681772891
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
CSc1ccc(NC(=O)Cc2ccc(F)cc2)cc1, fitness:0.00274392491556
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2nc(N)cc(N)n2)cc1, fitness:0.0148291915061
N#Cc1ccc(NCC(O)c2ccc3c(c2)OCCO3)cc1, fitness:0.0566943418033
CSc1ccccc1NC(=O)COc1ccc(C#N)cc1, fitness:0.119554346361
Nc1ccccc1SCC(=O)NCc1cccs1, fitness:0.029803761814
Cc1cc(NC(=O)COc2ccc(C#N)cc2)ccc1Br, fitness:0.331918866374
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
CSc1ccc(NC(=O)CC2OC(=O)c3ccccc32)cc1, fitness:0.184046147299
Nc1ccc(O)c(C(=O)NCc2cccs2)c1, fitness:0.0371681772891
COc1ccc(-c2nc(C)cc(NCCO)n2)cc1, fitness:0.0216078206362
COc1ccc(-c2nc(C)cc(NCCO)n2)cc1, fitness:0.0216078206362
O=C(NCc1ccc2c(c1)OCCO2)c1ccc(-n2ccnn2)cc1, fitness:0.998549626145
N#Cc1ccc(OCCNc2ncnc3sccc23)cc1, fitness:0.358826977943
Cc1ccc(O)c(NC(=O)c2cc(C(N)=O)cs2)c1, fitness:0.0567608132058
Cc1ccc(NC(=O)C2COc3ccccc3O2)cc1Br, fitness:0.29106755624
Cc1cc(NC(=O)Cc2cccs2)c2ncccc2c1, fitness:1.0269470156
Cc1cc(NC(=O)Cc2cccs2)c2ncccc2c1, fitness:1.0269470156
Cc1cccc(C)c1NC(=O)COc1ccc(C#N)cc1, fitness:0.0181077368478
Cc1cc2[nH]c(=O)[nH]c2cc1NC(=O)Cc1ccsc1, fitness:0.147757612479
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
COc1cc(NCc2ccc3c(c2)OCO3)nc(N)n1, fitness:0.284677707098
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
COc1ccc(-c2nc(C)cc(NCCO)n2)cc1, fitness:0.0216078206362
Cc1cc2[nH]c(=O)[nH]c2cc1NC(=O)Cc1ccsc1, fitness:0.147757612479
Cc1cc2[nH]c(=O)[nH]c2cc1NC(=O)Cc1ccsc1, fitness:0.147757612479
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(SCC(=O)Nc2sccc2C#N)cc1, fitness:0.0846903495092
Cc1ccc(NC(=O)CSc2nc(N)cc(N)n2)cc1, fitness:0.0148291915061
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1cccc(C)c1NCC(O)c1cccs1, fitness:0.00108634824614
Cc1ccc(O)c(NC(=O)Cc2cccs2)c1, fitness:0.0438310776977
Nc1ccc(C(=O)NCC2COc3ccccc3O2)cc1, fitness:0.0350090163213
Cc1ccc(OCC(=O)Nc2cc(N3CCCC3)ncn2)cc1C, fitness:1.50826988526
Nc1ccc(C(=O)NCC2COc3ccccc3O2)cc1, fitness:0.0350090163213
Cc1ccc(OCC(=O)NCc2cccs2)cc1C, fitness:0.131610364956
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
CSc1ccc(NC(=O)Cc2ccsc2)cc1, fitness:0.007949441417
Cc1cc(C(=O)N2CCCC2)ccc1NCc1cccs1, fitness:0.869719479665
Cc1ccc(NCc2nc3ccsc3c(=O)[nH]2)cc1C, fitness:0.398987640663
Cc1ccc(NCC(O)c2cccs2)cc1C, fitness:0.00832738346353
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)C2COc3ccccc3O2)cc1C, fitness:0.0634653031128
CSc1ccc(NC(=O)Cc2cccs2)cc1, fitness:0.00831674900212
COc1ccc(C(=O)NCc2ccc(F)cc2)cc1OC, fitness:0.0116951899202
Cc1ccc(NCC(O)c2cccs2)cc1C, fitness:0.00832738346353
Cc1ccc(NCC(O)c2cccs2)cc1C, fitness:0.00832738346353
CSc1ccc(NC(=O)Cc2cccs2)cc1, fitness:0.00831674900212
Cc1ccc(NC(=O)CSc2ncnc3sccc23)cc1C, fitness:1.90838992435
Cc1ccc(NCc2cnc(N3CCOCC3)nc2)cc1C, fitness:0.116173014295
Cc1ccc(NC(=O)CSc2ncnc3sccc23)cc1C, fitness:1.90838992435
CSc1cccc(NC(=O)COc2ccc(C#N)cc2)c1, fitness:0.441733313516
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1C, fitness:0.48982211674
Cc1ccc(C(=O)NCC2COc3ccccc3O2)cc1O, fitness:1.13755876923
Cc1ccc(C(=O)NCC2COc3ccccc3O2)cc1O, fitness:1.13755876923
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NCc2nc3ccsc3c(=O)[nH]2)cc1F, fitness:1.90198500612
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Nc1ccc(C(=O)NCC2COc3ccccc3O2)cc1, fitness:0.0350090163213
Cc1ccc(SCC(=O)NCC2CCCO2)cc1C, fitness:0.471240010627
Cc1ccc(NC(=O)CSc2nc(N)cc(N)n2)cc1, fitness:0.0148291915061
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NCC(O)c2cccs2)cc1C, fitness:0.00832738346353
COc1ccc(C(=O)NCc2cccs2)cc1OC, fitness:0.0350321197375
Cc1cc(NC(=O)Cc2cccs2)c2ncccc2c1, fitness:1.0269470156
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(SCCNC(=O)c2cnccn2)cc1, fitness:0.0689387241154
Cc1ccc(O)c(NC(=O)C2COc3ccccc3O2)c1, fitness:0.217293531998
Nc1ccc(C(=O)NCC2COc3ccccc3O2)cc1, fitness:0.0350090163213
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Nc1ccc(-c2nnc(NC(=O)Cc3ccccc3)s2)cc1, fitness:0.0459377342013
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1C, fitness:0.48982211674
Cc1ccc(NC(=O)CSc2ncccn2)cc1Cl, fitness:0.169562444753
Cc1cc(C(=O)N2CCCC2)ccc1NCc1cccs1, fitness:0.869719479665
Nc1ccc(C(=O)NCC2COc3ccccc3O2)cc1, fitness:0.0350090163213
Cc1ccc(S(=O)(=O)N2CCOCC2)cc1NCc1cccs1, fitness:1.51267341054
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(SCC(=O)Nc2c[nH]cc(Br)c2=O)cc1, fitness:0.066624425046
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NCc2ccnc(N3CCCC3)n2)cc1C, fitness:0.155325925745
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1C, fitness:0.48982211674
Cc1cc(NC(=O)c2sccc2C)ccc1OCC(F)F, fitness:0.450595463351
Cc1ccc(NC(=O)CSc2nc(N)cc(N)n2)cc1, fitness:0.0148291915061
Cc1ccc(NC(=O)CSc2nc(N)cc(N)n2)cc1Cl, fitness:0.207895082023
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2ncc(C#N)c(N)n2)cc1, fitness:1.57480541235
Cc1ccc(NC(=O)Cc2noc3ccccc23)cc1F, fitness:1.21741557649
Cc1ccc(O)c(NC(=O)C2COc3ccccc3O2)c1, fitness:0.217293531998
Nc1ccc(F)cc1C(=O)NCc1cccs1, fitness:0.0381638971617
Cc1ccc(O)c(NC(=O)C2COc3ccccc3O2)c1, fitness:0.217293531998
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2nc(N)cc(N)n2)cc1, fitness:0.0148291915061
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2nc(N)cc(N)n2)cc1, fitness:0.0148291915061
Nc1ccc(C(=O)NCC2COc3ccccc3O2)cc1, fitness:0.0350090163213
Nc1cccc(-c2nnc(NCc3ccc(F)cc3)s2)c1, fitness:0.0790222719959
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2cc(N)ncn2)cc1Cl, fitness:1.15128874363
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2nc(N)cc(N)n2)cc1, fitness:0.0148291915061
Cc1ccc(NC(=O)CSc2nc(N)cc(N)n2)cc1Cl, fitness:0.207895082023
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)C2COc3ccccc3O2)cc1C, fitness:0.0634653031128
Cc1ccc(O)c(NC(=O)C2COc3ccccc3O2)c1, fitness:0.217293531998
Nc1ccc(C(=O)NCC2COc3ccccc3O2)cc1, fitness:0.0350090163213
Cc1ccc(NC(=O)CSc2ncnc3sccc23)cc1C, fitness:1.90838992435
Cc1cc(C(=O)NCc2cccs2)ccc1-n1nnc2cccnc21, fitness:1.57053389178
COc1ccc(C(=O)NCC2COc3ccccc3O2)cc1OC, fitness:0.771150781938
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(SCC(=O)Nc2c[nH]cc(Br)c2=O)cc1, fitness:0.066624425046
CSc1ccc(NC(=O)COc2ccc(C#N)cc2)cc1, fitness:0.0508121909541
Cc1ccc(NC(=O)CSc2nc(N)cc(N)n2)cc1, fitness:0.0148291915061
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(CNS(=O)(=O)c2cnc(N3CCOCC3)nc2)cc1, fitness:0.247581382967
N#Cc1ccc(OCC(=O)NCc2ccc(Cl)cc2)cc1, fitness:0.0223102607357
Cc1cc(NC(=O)Cc2cccs2)c2ncccc2c1, fitness:1.0269470156
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2ncccn2)cc1Cl, fitness:0.169562444753
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
COc1ccc(-c2cnc(NC(C)O)nc2C)cc1, fitness:0.0162029424384
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NCC(O)c2cccs2)cc1C, fitness:0.00832738346353
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
N#Cc1ccc(OCC(=O)NCc2ccc(Cl)cc2)cc1, fitness:0.0223102607357
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(S(=O)(=O)NCC2CCCO2)cc1C, fitness:0.0407997549546
Cc1ccc(O)c(NC(=O)C2COc3ccccc3O2)c1, fitness:0.217293531998
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(S(=O)(=O)NCC2CCCO2)cc1Br, fitness:0.187963886341
Cc1ccc(O)c(NC(=O)C2COc3ccccc3O2)c1, fitness:0.217293531998
Nc1ccc(C(=O)NCC2COc3ccccc3O2)cc1, fitness:0.0350090163213
Cc1ccc(NC(=O)CSc2cc(N)ncn2)cc1Cl, fitness:1.15128874363
Cc1ccc(OCC(=O)NC2c3ccccc3CC2O)cc1, fitness:0.279968391722
N#Cc1ccc(NCC(O)c2ccc3c(c2)OCCO3)cc1, fitness:0.0566943418033
N#Cc1ccc(OCC(=O)NCc2ccc(Cl)cc2)cc1, fitness:0.0223102607357
Cc1cc2[nH]c(=O)[nH]c2cc1NC(=O)Cc1cccs1, fitness:0.152550398689
Cc1cc2[nH]c(=O)[nH]c2cc1NC(=O)Cc1cccs1, fitness:0.152550398689
Cc1ccc(NC(=O)CSc2nc(N)cc(N)n2)cc1, fitness:0.0148291915061
COc1ccc(C(=O)NCc2ccc3c(c2)OCCO3)cc1OC, fitness:0.207391876235
Cc1ccc(C(=O)N2CCCC2CO)cc1C, fitness:0.0246889496928
Cc1ccc(NC(=O)CSc2nc(N)cc(N)n2)cc1, fitness:0.0148291915061
Cc1ccc(NC(=O)CSc2nc(N)cc(N)n2)cc1, fitness:0.0148291915061
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)COc2ccc(C#N)cc2)cc1, fitness:0.0143534966257
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1, fitness:0.098300709506
Cc1ccc(NC(=O)CSc2nc(N)cc(N)n2)cc1, fitness:0.0148291915061
Cc1ccc(NC(=O)CSc2nc(N)cc(N)n2)cc1, fitness:0.0148291915061
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1, fitness:0.098300709506
Cc1ccc(NC(=O)CSc2ncnc3sccc23)cc1F, fitness:1.95345370631
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
